87001479,date
87001479,num
87001479,miss
87001479,term
87271460,"{'date': {'mode': 'R', 'text': '24/05/2022 22:52'}, 'num': 'AEZZ32', 'miss': 'AEZZ', 'term': '87271031'}"
87271460,"{'date': {'mode': 'R', 'text': '24/05/2022 23:01'}, 'num': 'EPLA05', 'miss': 'EPLA', 'term': '87001479'}"
87271460,"{'date': {'mode': 'R', 'text': '24/05/2022 23:03'}, 'num': 'ERTE09', 'miss': 'ERTE', 'term': '87001479'}"
87271460,"{'date': {'mode': 'R', 'text': '24/05/2022 23:10'}, 'num': 'EPLA11', 'miss': 'EPLA', 'term': '87001479'}"
87271460,"{'date': {'mode': 'R', 'text': '24/05/2022 23:13'}, 'num': 'ERTE15', 'miss': 'ERTE', 'term': '87001479'}"
87271460,"{'date': {'mode': 'R', 'text': '24/05/2022 23:20'}, 'num': 'ETOU17', 'miss': 'ETOU', 'term': '87001479'}"
87271486,"{'date': {'mode': 'R', 'text': '24/05/2022 22:48'}, 'num': 'POIN28', 'miss': 'POIN', 'term': '87758896'}"
87271486,"{'date': {'mode': 'R', 'text': '24/05/2022 22:55'}, 'num': 'EPLA05', 'miss': 'EPLA', 'term': '87001479'}"
87271486,"{'date': {'mode': 'R', 'text': '24/05/2022 22:58'}, 'num': 'AEZZ32', 'miss': 'AEZZ', 'term': '87271031'}"
87271486,"{'date': {'mode': 'R', 'text': '24/05/2022 23:04'}, 'num': 'EPLA11', 'miss': 'EPLA', 'term': '87001479'}"
87271486,"{'date': {'mode': 'R', 'text': '24/05/2022 23:14'}, 'num': 'ETOU17', 'miss': 'ETOU', 'term': '87001479'}"
87271452,"{'date': {'mode': 'R', 'text': '24/05/2022 22:50'}, 'num': 'POIN28', 'miss': 'POIN', 'term': '87758896'}"
87271452,"{'date': {'mode': 'R', 'text': '24/05/2022 22:53'}, 'num': 'EPLA05', 'miss': 'EPLA', 'term': '87001479'}"
87271452,"{'date': {'mode': 'R', 'text': '24/05/2022 23:00'}, 'num': 'AEZZ32', 'miss': 'AEZZ', 'term': '87271031'}"
87271452,"{'date': {'mode': 'R', 'text': '24/05/2022 23:02'}, 'num': 'EPLA11', 'miss': 'EPLA', 'term': '87001479'}"
87271452,"{'date': {'mode': 'R', 'text': '24/05/2022 23:12'}, 'num': 'ETOU17', 'miss': 'ETOU', 'term': '87001479'}"
87271445,"{'date': {'mode': 'R', 'text': '24/05/2022 22:51'}, 'num': 'EPLA05', 'miss': 'EPLA', 'term': '87001479'}"
87271445,"{'date': {'mode': 'R', 'text': '24/05/2022 22:53'}, 'num': 'POIN28', 'miss': 'POIN', 'term': '87758896'}"
87271445,"{'date': {'mode': 'R', 'text': '24/05/2022 22:59'}, 'num': 'EPLA11', 'miss': 'EPLA', 'term': '87001479'}"
87271445,"{'date': {'mode': 'R', 'text': '24/05/2022 23:02'}, 'num': 'AEZZ32', 'miss': 'AEZZ', 'term': '87271031'}"
87271445,"{'date': {'mode': 'R', 'text': '24/05/2022 23:09'}, 'num': 'ETOU17', 'miss': 'ETOU', 'term': '87001479'}"
87271528,"{'date': {'mode': 'R', 'text': '24/05/2022 23:03'}, 'num': '121535', 'miss': 'KIPY', 'term': '87271585', 'etat': 'Supprimé'}"
87271528,"{'date': {'mode': 'R', 'text': '24/05/2022 23:10'}, 'num': '121541', 'miss': 'KEPY', 'term': '87271593'}"
87271510,"{'date': {'mode': 'R', 'text': '24/05/2022 22:48'}, 'num': 'AIZZ32', 'miss': 'AIZZ', 'term': '87271031'}"
87271510,"{'date': {'mode': 'R', 'text': '24/05/2022 23:00'}, 'num': '121535', 'miss': 'KIPY', 'term': '87271585'}"
87271510,"{'date': {'mode': 'R', 'text': '24/05/2022 23:01'}, 'num': 'ILTA07', 'miss': 'ILTA', 'term': '87271528'}"
87271510,"{'date': {'mode': 'R', 'text': '24/05/2022 23:10'}, 'num': 'ILTA13', 'miss': 'ILTA', 'term': '87271528'}"
87271510,"{'date': {'mode': 'R', 'text': '24/05/2022 23:22'}, 'num': 'ILTA19', 'miss': 'ILTA', 'term': '87271528'}"
87271437,"{'date': {'mode': 'R', 'text': '24/05/2022 22:51'}, 'num': 'AIZZ32', 'miss': 'AIZZ', 'term': '87271031'}"
87271437,"{'date': {'mode': 'R', 'text': '24/05/2022 22:58'}, 'num': 'ILTA07', 'miss': 'ILTA', 'term': '87271528'}"
87271437,"{'date': {'mode': 'R', 'text': '24/05/2022 22:58'}, 'num': '121535', 'miss': 'KIPY', 'term': '87271585'}"
87271437,"{'date': {'mode': 'R', 'text': '24/05/2022 23:07'}, 'num': 'ILTA13', 'miss': 'ILTA', 'term': '87271528'}"
87271437,"{'date': {'mode': 'R', 'text': '24/05/2022 23:19'}, 'num': 'ILTA19', 'miss': 'ILTA', 'term': '87271528'}"
87271429,"{'date': {'mode': 'R', 'text': '24/05/2022 22:54'}, 'num': 'AIZZ32', 'miss': 'AIZZ', 'term': '87271031'}"
87271429,"{'date': {'mode': 'R', 'text': '24/05/2022 22:55'}, 'num': 'ILTA07', 'miss': 'ILTA', 'term': '87271528'}"
87271429,"{'date': {'mode': 'R', 'text': '24/05/2022 22:56'}, 'num': '121535', 'miss': 'KIPY', 'term': '87271585'}"
87271429,"{'date': {'mode': 'R', 'text': '24/05/2022 23:04'}, 'num': 'ILTA13', 'miss': 'ILTA', 'term': '87271528'}"
87271429,"{'date': {'mode': 'R', 'text': '24/05/2022 23:16'}, 'num': 'ILTA19', 'miss': 'ILTA', 'term': '87271528'}"
87271411,"{'date': {'mode': 'R', 'text': '24/05/2022 22:48'}, 'num': 'EPLA05', 'miss': 'EPLA', 'term': '87001479'}"
87271411,"{'date': {'mode': 'R', 'text': '24/05/2022 22:51'}, 'num': 'ILTA07', 'miss': 'ILTA', 'term': '87271528'}"
87271411,"{'date': {'mode': 'R', 'text': '24/05/2022 22:54'}, 'num': '121535', 'miss': 'KIPY', 'term': '87271585', 'etat': 'Supprimé'}"
87271411,"{'date': {'mode': 'R', 'text': '24/05/2022 22:56'}, 'num': 'EPLA11', 'miss': 'EPLA', 'term': '87001479'}"
87271411,"{'date': {'mode': 'R', 'text': '24/05/2022 22:57'}, 'num': 'POIN28', 'miss': 'POIN', 'term': '87758896'}"
87271411,"{'date': {'mode': 'R', 'text': '24/05/2022 22:58'}, 'num': '121541', 'miss': 'KEPY', 'term': '87271593'}"
87271411,"{'date': {'mode': 'R', 'text': '24/05/2022 22:58'}, 'num': 'AIZZ32', 'miss': 'AIZZ', 'term': '87271031'}"
87271411,"{'date': {'mode': 'R', 'text': '24/05/2022 23:00'}, 'num': 'ILTA13', 'miss': 'ILTA', 'term': '87271528'}"
87271411,"{'date': {'mode': 'R', 'text': '24/05/2022 23:06'}, 'num': 'AEZZ32', 'miss': 'AEZZ', 'term': '87271031'}"
87271411,"{'date': {'mode': 'R', 'text': '24/05/2022 23:06'}, 'num': 'ETOU17', 'miss': 'ETOU', 'term': '87001479'}"
87271411,"{'date': {'mode': 'R', 'text': '24/05/2022 23:12'}, 'num': 'ILTA19', 'miss': 'ILTA', 'term': '87271528'}"
87271478,"{'date': {'mode': 'R', 'text': '24/05/2022 22:49'}, 'num': 'ILTA07', 'miss': 'ILTA', 'term': '87271528'}"
87271478,"{'date': {'mode': 'R', 'text': '24/05/2022 22:51'}, 'num': '121535', 'miss': 'KIPY', 'term': '87271585'}"
87271478,"{'date': {'mode': 'R', 'text': '24/05/2022 22:54'}, 'num': 'EPLA11', 'miss': 'EPLA', 'term': '87001479'}"
87271478,"{'date': {'mode': 'R', 'text': '24/05/2022 22:58'}, 'num': 'ILTA13', 'miss': 'ILTA', 'term': '87271528'}"
87271478,"{'date': {'mode': 'R', 'text': '24/05/2022 22:59'}, 'num': 'POIN28', 'miss': 'POIN', 'term': '87758896'}"
87271478,"{'date': {'mode': 'R', 'text': '24/05/2022 23:00'}, 'num': 'AIZZ32', 'miss': 'AIZZ', 'term': '87271031'}"
87271478,"{'date': {'mode': 'R', 'text': '24/05/2022 23:04'}, 'num': 'ETOU17', 'miss': 'ETOU', 'term': '87001479'}"
87271478,"{'date': {'mode': 'R', 'text': '24/05/2022 23:08'}, 'num': 'AEZZ32', 'miss': 'AEZZ', 'term': '87271031'}"
87271478,"{'date': {'mode': 'R', 'text': '24/05/2022 23:10'}, 'num': 'ILTA19', 'miss': 'ILTA', 'term': '87271528'}"
87271403,"{'date': {'mode': 'R', 'text': '24/05/2022 22:47'}, 'num': 'ILTA07', 'miss': 'ILTA', 'term': '87271528'}"
87271403,"{'date': {'mode': 'R', 'text': '24/05/2022 22:47'}, 'num': 'SOLE26', 'miss': 'SOLE', 'term': '87758722'}"
87271403,"{'date': {'mode': 'R', 'text': '24/05/2022 22:50'}, 'num': '121535', 'miss': 'KIPY', 'term': '87271585'}"
87271403,"{'date': {'mode': 'R', 'text': '24/05/2022 22:51'}, 'num': 'EPLA11', 'miss': 'EPLA', 'term': '87001479'}"
87271403,"{'date': {'mode': 'R', 'text': '24/05/2022 22:55'}, 'num': 'ILTA13', 'miss': 'ILTA', 'term': '87271528'}"
87271403,"{'date': {'mode': 'R', 'text': '24/05/2022 23:01'}, 'num': 'POIN28', 'miss': 'POIN', 'term': '87758896'}"
87271403,"{'date': {'mode': 'R', 'text': '24/05/2022 23:02'}, 'num': 'ETOU17', 'miss': 'ETOU', 'term': '87001479'}"
87271403,"{'date': {'mode': 'R', 'text': '24/05/2022 23:02'}, 'num': 'AIZZ32', 'miss': 'AIZZ', 'term': '87271031'}"
87271403,"{'date': {'mode': 'R', 'text': '24/05/2022 23:08'}, 'num': 'ILTA19', 'miss': 'ILTA', 'term': '87271528'}"
87271403,"{'date': {'mode': 'R', 'text': '24/05/2022 23:10'}, 'num': 'AEZZ32', 'miss': 'AEZZ', 'term': '87271031'}"
87271395,"{'date': {'mode': 'R', 'text': '24/05/2022 22:49'}, 'num': '121535', 'miss': 'KIPY', 'term': '87271585'}"
87271395,"{'date': {'mode': 'R', 'text': '24/05/2022 22:49'}, 'num': 'EPLA11', 'miss': 'EPLA', 'term': '87001479'}"
87271395,"{'date': {'mode': 'R', 'text': '24/05/2022 22:50'}, 'num': 'SOLE26', 'miss': 'SOLE', 'term': '87758722'}"
87271395,"{'date': {'mode': 'R', 'text': '24/05/2022 22:53'}, 'num': 'ILTA13', 'miss': 'ILTA', 'term': '87271528'}"
87271395,"{'date': {'mode': 'R', 'text': '24/05/2022 22:59'}, 'num': 'ETOU17', 'miss': 'ETOU', 'term': '87001479'}"
87271395,"{'date': {'mode': 'R', 'text': '24/05/2022 23:04'}, 'num': 'POIN28', 'miss': 'POIN', 'term': '87758896'}"
87271395,"{'date': {'mode': 'R', 'text': '24/05/2022 23:05'}, 'num': 'AIZZ32', 'miss': 'AIZZ', 'term': '87271031'}"
87271395,"{'date': {'mode': 'R', 'text': '24/05/2022 23:05'}, 'num': 'ILTA19', 'miss': 'ILTA', 'term': '87271528'}"
87271395,"{'date': {'mode': 'R', 'text': '24/05/2022 23:13'}, 'num': 'AEZZ32', 'miss': 'AEZZ', 'term': '87271031'}"
87271395,"{'date': {'mode': 'R', 'text': '24/05/2022 23:30'}, 'num': '113258', 'miss': '0701', 'term': '87697292'}"
87271395,"{'date': {'mode': 'R', 'text': '24/05/2022 23:45'}, 'num': '113260', 'miss': '0701', 'term': '87697292'}"
87271395,"{'date': {'mode': 'R', 'text': '25/05/2022 00:00'}, 'num': '113262', 'miss': '0701', 'term': '87697292'}"
87271395,"{'date': {'mode': 'R', 'text': '25/05/2022 00:15'}, 'num': '113264', 'miss': '0701', 'term': '87697292'}"
87271395,"{'date': {'mode': 'R', 'text': '25/05/2022 00:45'}, 'num': '113268', 'miss': '0701', 'term': '87697292'}"
87271395,"{'date': {'mode': 'R', 'text': '25/05/2022 01:00'}, 'num': '113270', 'miss': '0701', 'term': '87697292'}"
87271304,"{'date': {'mode': 'R', 'text': '24/05/2022 22:47'}, 'num': '121535', 'miss': 'KIPY', 'term': '87271585'}"
87271304,"{'date': {'mode': 'R', 'text': '24/05/2022 22:49'}, 'num': 'ILTA13', 'miss': 'ILTA', 'term': '87271528'}"
87271304,"{'date': {'mode': 'R', 'text': '24/05/2022 22:49'}, 'num': 'POIN22', 'miss': 'POIN', 'term': '87758896'}"
87271304,"{'date': {'mode': 'R', 'text': '24/05/2022 22:53'}, 'num': 'SOLE26', 'miss': 'SOLE', 'term': '87758722'}"
87271304,"{'date': {'mode': 'R', 'text': '24/05/2022 22:56'}, 'num': 'ETOU17', 'miss': 'ETOU', 'term': '87001479'}"
87271304,"{'date': {'mode': 'R', 'text': '24/05/2022 23:02'}, 'num': 'ILTA19', 'miss': 'ILTA', 'term': '87271528'}"
87271304,"{'date': {'mode': 'R', 'text': '24/05/2022 23:07'}, 'num': 'POIN28', 'miss': 'POIN', 'term': '87758896'}"
87271304,"{'date': {'mode': 'R', 'text': '24/05/2022 23:08'}, 'num': 'AIZZ32', 'miss': 'AIZZ', 'term': '87271031'}"
87271304,"{'date': {'mode': 'R', 'text': '24/05/2022 23:17'}, 'num': 'AEZZ32', 'miss': 'AEZZ', 'term': '87271031'}"
87164798,"{'date': {'mode': 'R', 'text': '24/05/2022 22:46'}, 'num': '121535', 'miss': 'KIPY', 'term': '87271585'}"
87164798,"{'date': {'mode': 'R', 'text': '24/05/2022 22:47'}, 'num': 'ILTA13', 'miss': 'ILTA', 'term': '87271528'}"
87164798,"{'date': {'mode': 'R', 'text': '24/05/2022 22:50'}, 'num': 'JANO24', 'miss': 'JANO', 'term': '87758631'}"
87164798,"{'date': {'mode': 'R', 'text': '24/05/2022 22:51'}, 'num': 'ERTE15', 'miss': 'ERTE', 'term': '87001479'}"
87164798,"{'date': {'mode': 'R', 'text': '24/05/2022 22:52'}, 'num': 'POIN22', 'miss': 'POIN', 'term': '87758896'}"
87164798,"{'date': {'mode': 'R', 'text': '24/05/2022 22:53'}, 'num': 'ETOU17', 'miss': 'ETOU', 'term': '87001479'}"
87164798,"{'date': {'mode': 'R', 'text': '24/05/2022 22:56'}, 'num': 'SOLE26', 'miss': 'SOLE', 'term': '87758722'}"
87164798,"{'date': {'mode': 'R', 'text': '24/05/2022 22:59'}, 'num': 'ILTA19', 'miss': 'ILTA', 'term': '87271528'}"
87164798,"{'date': {'mode': 'R', 'text': '24/05/2022 23:10'}, 'num': 'POIN28', 'miss': 'POIN', 'term': '87758896'}"
87164798,"{'date': {'mode': 'R', 'text': '24/05/2022 23:11'}, 'num': 'AIZZ32', 'miss': 'AIZZ', 'term': '87271031'}"
87164798,"{'date': {'mode': 'R', 'text': '24/05/2022 23:19'}, 'num': 'AEZZ32', 'miss': 'AEZZ', 'term': '87271031'}"
87271007,"{'date': {'mode': 'R', 'text': '24/05/2022 23:08'}, 'num': 'JANO30', 'miss': 'JANO', 'term': '87758631'}"
87271007,"{'date': {'mode': 'R', 'text': '24/05/2022 23:14'}, 'num': 'SOLE32', 'miss': 'SOLE', 'term': '87758722'}"
87271007,"{'date': {'mode': 'R', 'text': '24/05/2022 23:20'}, 'num': 'POIN34', 'miss': 'POIN', 'term': '87758896'}"
87271007,"{'date': {'mode': 'R', 'text': '24/05/2022 23:29'}, 'num': 'SOLE38', 'miss': 'SOLE', 'term': '87758722'}"
87271007,"{'date': {'mode': 'R', 'text': '24/05/2022 23:35'}, 'num': 'POIN40', 'miss': 'POIN', 'term': '87758896'}"
87271007,"{'date': {'mode': 'R', 'text': '24/05/2022 23:44'}, 'num': 'SOLE42', 'miss': 'SOLE', 'term': '87758722'}"
87271007,"{'date': {'mode': 'R', 'text': '24/05/2022 23:50'}, 'num': 'PNEU44', 'miss': 'PNEU', 'term': '87758896'}"
87271007,"{'date': {'mode': 'R', 'text': '24/05/2022 23:59'}, 'num': 'SOLE46', 'miss': 'SOLE', 'term': '87758722'}"
87271007,"{'date': {'mode': 'R', 'text': '25/05/2022 00:05'}, 'num': 'KBAN48', 'miss': 'KBAN', 'term': '87393579'}"
87271007,"{'date': {'mode': 'R', 'text': '25/05/2022 00:14'}, 'num': 'SOLE58', 'miss': 'SOLE', 'term': '87758607'}"
87271007,"{'date': {'mode': 'R', 'text': '25/05/2022 00:26'}, 'num': 'PROC52', 'miss': 'PROC', 'term': '87758896'}"
87271007,"{'date': {'mode': 'R', 'text': '25/05/2022 00:40'}, 'num': 'KFTE54', 'miss': 'KFTE', 'term': '87393579'}"
87271007,"{'date': {'mode': 'R', 'text': '25/05/2022 00:47'}, 'num': 'SOLE56', 'miss': 'SOLE', 'term': '87758722'}"
87001479,date
87001479,num
87001479,miss
87001479,term
87271460,"{'date': {'mode': 'R', 'text': '24/05/2022 22:52'}, 'num': 'AEZZ32', 'miss': 'AEZZ', 'term': '87271031'}"
87271460,"{'date': {'mode': 'R', 'text': '24/05/2022 23:01'}, 'num': 'EPLA05', 'miss': 'EPLA', 'term': '87001479'}"
87271460,"{'date': {'mode': 'R', 'text': '24/05/2022 23:04'}, 'num': 'ERTE09', 'miss': 'ERTE', 'term': '87001479'}"
87271460,"{'date': {'mode': 'R', 'text': '24/05/2022 23:10'}, 'num': 'EPLA11', 'miss': 'EPLA', 'term': '87001479'}"
87271460,"{'date': {'mode': 'R', 'text': '24/05/2022 23:12'}, 'num': 'ERTE15', 'miss': 'ERTE', 'term': '87001479'}"
87271460,"{'date': {'mode': 'R', 'text': '24/05/2022 23:21'}, 'num': 'ETOU17', 'miss': 'ETOU', 'term': '87001479'}"
87271486,"{'date': {'mode': 'R', 'text': '24/05/2022 22:50'}, 'num': 'POIN28', 'miss': 'POIN', 'term': '87758896'}"
87271486,"{'date': {'mode': 'R', 'text': '24/05/2022 22:55'}, 'num': 'EPLA05', 'miss': 'EPLA', 'term': '87001479'}"
87271486,"{'date': {'mode': 'R', 'text': '24/05/2022 22:58'}, 'num': 'AEZZ32', 'miss': 'AEZZ', 'term': '87271031'}"
87271486,"{'date': {'mode': 'R', 'text': '24/05/2022 23:05'}, 'num': 'EPLA11', 'miss': 'EPLA', 'term': '87001479'}"
87271486,"{'date': {'mode': 'R', 'text': '24/05/2022 23:15'}, 'num': 'ETOU17', 'miss': 'ETOU', 'term': '87001479'}"
87271452,"{'date': {'mode': 'R', 'text': '24/05/2022 22:52'}, 'num': 'POIN28', 'miss': 'POIN', 'term': '87758896'}"
87271452,"{'date': {'mode': 'R', 'text': '24/05/2022 22:53'}, 'num': 'EPLA05', 'miss': 'EPLA', 'term': '87001479'}"
87271452,"{'date': {'mode': 'R', 'text': '24/05/2022 23:00'}, 'num': 'AEZZ32', 'miss': 'AEZZ', 'term': '87271031'}"
87271452,"{'date': {'mode': 'R', 'text': '24/05/2022 23:02'}, 'num': 'EPLA11', 'miss': 'EPLA', 'term': '87001479'}"
87271452,"{'date': {'mode': 'R', 'text': '24/05/2022 23:13'}, 'num': 'ETOU17', 'miss': 'ETOU', 'term': '87001479'}"
87271445,"{'date': {'mode': 'R', 'text': '24/05/2022 22:50'}, 'num': 'EPLA05', 'miss': 'EPLA', 'term': '87001479'}"
87271445,"{'date': {'mode': 'R', 'text': '24/05/2022 22:55'}, 'num': 'POIN28', 'miss': 'POIN', 'term': '87758896'}"
87271445,"{'date': {'mode': 'R', 'text': '24/05/2022 23:00'}, 'num': 'EPLA11', 'miss': 'EPLA', 'term': '87001479'}"
87271445,"{'date': {'mode': 'R', 'text': '24/05/2022 23:02'}, 'num': 'AEZZ32', 'miss': 'AEZZ', 'term': '87271031'}"
87271445,"{'date': {'mode': 'R', 'text': '24/05/2022 23:10'}, 'num': 'ETOU17', 'miss': 'ETOU', 'term': '87001479'}"
87271528,"{'date': {'mode': 'R', 'text': '24/05/2022 23:03'}, 'num': '121535', 'miss': 'KIPY', 'term': '87271585', 'etat': 'Supprimé'}"
87271528,"{'date': {'mode': 'R', 'text': '24/05/2022 23:12'}, 'num': '121541', 'miss': 'KEPY', 'term': '87271593'}"
87271510,"{'date': {'mode': 'R', 'text': '24/05/2022 23:00'}, 'num': 'ILTA07', 'miss': 'ILTA', 'term': '87271528'}"
87271510,"{'date': {'mode': 'R', 'text': '24/05/2022 23:00'}, 'num': '121535', 'miss': 'KIPY', 'term': '87271585'}"
87271510,"{'date': {'mode': 'R', 'text': '24/05/2022 23:10'}, 'num': 'ILTA13', 'miss': 'ILTA', 'term': '87271528'}"
87271510,"{'date': {'mode': 'R', 'text': '24/05/2022 23:22'}, 'num': 'ILTA19', 'miss': 'ILTA', 'term': '87271528'}"
87271437,"{'date': {'mode': 'R', 'text': '24/05/2022 22:51'}, 'num': 'AIZZ32', 'miss': 'AIZZ', 'term': '87271031'}"
87271437,"{'date': {'mode': 'R', 'text': '24/05/2022 22:57'}, 'num': 'ILTA07', 'miss': 'ILTA', 'term': '87271528'}"
87271437,"{'date': {'mode': 'R', 'text': '24/05/2022 22:58'}, 'num': '121535', 'miss': 'KIPY', 'term': '87271585'}"
87271437,"{'date': {'mode': 'R', 'text': '24/05/2022 23:07'}, 'num': 'ILTA13', 'miss': 'ILTA', 'term': '87271528'}"
87271437,"{'date': {'mode': 'R', 'text': '24/05/2022 23:19'}, 'num': 'ILTA19', 'miss': 'ILTA', 'term': '87271528'}"
87271429,"{'date': {'mode': 'R', 'text': '24/05/2022 22:54'}, 'num': 'ILTA07', 'miss': 'ILTA', 'term': '87271528'}"
87271429,"{'date': {'mode': 'R', 'text': '24/05/2022 22:54'}, 'num': 'AIZZ32', 'miss': 'AIZZ', 'term': '87271031'}"
87271429,"{'date': {'mode': 'R', 'text': '24/05/2022 22:56'}, 'num': '121535', 'miss': 'KIPY', 'term': '87271585'}"
87271429,"{'date': {'mode': 'R', 'text': '24/05/2022 23:04'}, 'num': 'ILTA13', 'miss': 'ILTA', 'term': '87271528'}"
87271429,"{'date': {'mode': 'R', 'text': '24/05/2022 23:16'}, 'num': 'ILTA19', 'miss': 'ILTA', 'term': '87271528'}"
87271411,"{'date': {'mode': 'R', 'text': '24/05/2022 22:50'}, 'num': 'ILTA07', 'miss': 'ILTA', 'term': '87271528'}"
87271411,"{'date': {'mode': 'R', 'text': '24/05/2022 22:54'}, 'num': '121535', 'miss': 'KIPY', 'term': '87271585', 'etat': 'Supprimé'}"
87271411,"{'date': {'mode': 'R', 'text': '24/05/2022 22:57'}, 'num': 'EPLA11', 'miss': 'EPLA', 'term': '87001479'}"
87271411,"{'date': {'mode': 'R', 'text': '24/05/2022 22:58'}, 'num': 'AIZZ32', 'miss': 'AIZZ', 'term': '87271031'}"
87271411,"{'date': {'mode': 'R', 'text': '24/05/2022 22:59'}, 'num': 'POIN28', 'miss': 'POIN', 'term': '87758896'}"
87271411,"{'date': {'mode': 'R', 'text': '24/05/2022 23:00'}, 'num': '121541', 'miss': 'KEPY', 'term': '87271593'}"
87271411,"{'date': {'mode': 'R', 'text': '24/05/2022 23:00'}, 'num': 'ILTA13', 'miss': 'ILTA', 'term': '87271528'}"
87271411,"{'date': {'mode': 'R', 'text': '24/05/2022 23:06'}, 'num': 'AEZZ32', 'miss': 'AEZZ', 'term': '87271031'}"
87271411,"{'date': {'mode': 'R', 'text': '24/05/2022 23:07'}, 'num': 'ETOU17', 'miss': 'ETOU', 'term': '87001479'}"
87271411,"{'date': {'mode': 'R', 'text': '24/05/2022 23:13'}, 'num': 'ILTA19', 'miss': 'ILTA', 'term': '87271528'}"
87271478,"{'date': {'mode': 'R', 'text': '24/05/2022 22:48'}, 'num': 'ILTA07', 'miss': 'ILTA', 'term': '87271528'}"
87271478,"{'date': {'mode': 'R', 'text': '24/05/2022 22:51'}, 'num': '121535', 'miss': 'KIPY', 'term': '87271585'}"
87271478,"{'date': {'mode': 'R', 'text': '24/05/2022 22:54'}, 'num': 'EPLA11', 'miss': 'EPLA', 'term': '87001479'}"
87271478,"{'date': {'mode': 'R', 'text': '24/05/2022 22:58'}, 'num': 'ILTA13', 'miss': 'ILTA', 'term': '87271528'}"
87271478,"{'date': {'mode': 'R', 'text': '24/05/2022 23:00'}, 'num': 'AIZZ32', 'miss': 'AIZZ', 'term': '87271031'}"
87271478,"{'date': {'mode': 'R', 'text': '24/05/2022 23:01'}, 'num': 'POIN28', 'miss': 'POIN', 'term': '87758896'}"
